omega,t,out,in
0.5,28.245,0.04647,0.4
0.5,28.345,0.05379,0.4
0.5,28.445,0.06071,0.399
0.5,28.545,0.06681,0.396
0.5,28.645,0.07189,0.393
0.5,28.745,0.07613,0.389
0.5,28.845,0.07938,0.384
0.5,28.945,0.08254,0.378
0.5,29.045,0.08488,0.371
0.5,29.145,0.08683,0.363
0.5,29.245,0.08818,0.354
0.5,29.345,0.08863,0.344
0.5,29.445,0.08863,0.333
0.5,29.545,0.08853,0.322
0.5,29.645,0.08869,0.31
0.5,29.745,0.08846,0.297
0.5,29.845,0.08847,0.283
0.5,29.945,0.08817,0.268
0.5,30.045,0.08841,0.253
0.5,30.145,0.08811,0.237
0.5,30.245,0.08802,0.221
0.5,30.345,0.08784,0.204
0.5,30.445,0.08753,0.187
0.5,30.545,0.08735,0.169
0.5,30.645,0.08704,0.15
0.5,30.745,0.08707,0.132
0.5,30.845,0.0871,0.113
0.5,30.945,0.08701,0.093
0.5,31.045,0.0867,0.074
0.5,31.145,0.08696,0.054
0.5,31.245,0.08716,0.034
0.5,31.345,0.08703,0.014
0.5,31.445,0.08673,-0.006
0.5,31.545,0.08642,-0.026
0.5,31.645,0.086,-0.046
0.5,31.745,0.08461,-0.066
0.5,31.845,0.08219,-0.085
0.5,31.945,0.07895,-0.105
0.5,32.045,0.07457,-0.124
0.5,32.145,0.06991,-0.143
0.5,32.245,0.0643,-0.161
0.5,32.345,0.05978,-0.179
0.5,32.445,0.05534,-0.197
0.5,32.545,0.05065,-0.214
0.5,32.645,0.04473,-0.231
0.5,32.745,0.03855,-0.247
0.5,32.845,0.03092,-0.262
0.5,32.945,0.02299,-0.277
0.5,33.045,0.01593,-0.291
0.5,33.145,0.00896,-0.304
0.5,33.245,0.00219,-0.317
0.5,33.345,-0.00446,-0.329
0.5,33.445,-0.01171,-0.34
0.5,33.545,-0.01903,-0.35
0.5,33.645,-0.02701,-0.359
0.5,33.745,-0.03496,-0.367
0.5,33.845,-0.04286,-0.375
0.5,33.945,-0.05058,-0.381
0.5,34.045,-0.05827,-0.387
0.5,34.145,-0.06587,-0.391
0.5,34.245,-0.07247,-0.395
0.5,34.345,-0.07941,-0.398
0.5,34.445,-0.08578,-0.399
0.5,34.545,-0.09244,-0.4
0.5,34.645,-0.09893,-0.4
0.5,34.745,-0.10498,-0.398
0.5,34.845,-0.11018,-0.396
0.5,34.945,-0.11517,-0.392
0.5,35.045,-0.11942,-0.388
0.5,35.145,-0.12327,-0.383
0.5,35.245,-0.12689,-0.377
0.5,35.345,-0.13076,-0.369
0.5,35.445,-0.13433,-0.361
0.5,35.545,-0.13698,-0.352
0.5,35.645,-0.13874,-0.342
0.5,35.745,-0.14004,-0.332
0.5,35.845,-0.14054,-0.32
0.5,35.945,-0.14091,-0.308
0.5,36.045,-0.14105,-0.294
0.5,36.145,-0.14113,-0.28
0.5,36.245,-0.14121,-0.266
0.5,36.345,-0.14134,-0.251
0.5,36.445,-0.14134,-0.235
0.5,36.545,-0.14111,-0.218
0.5,36.645,-0.14126,-0.201
0.5,36.745,-0.14128,-0.184
0.5,36.845,-0.14146,-0.166
0.5,36.945,-0.14143,-0.147
0.5,37.045,-0.14147,-0.128
0.5,37.145,-0.14118,-0.109
0.5,37.245,-0.14116,-0.09
0.5,37.345,-0.14082,-0.07
0.5,37.445,-0.14063,-0.051
0.5,37.545,-0.14049,-0.031
0.5,37.645,-0.13979,-0.011
0.5,37.745,-0.13926,0.009
0.5,37.845,-0.13794,0.029
0.5,37.945,-0.13523,0.049
0.5,38.045,-0.13156,0.069
0.5,38.145,-0.12771,0.088
0.5,38.245,-0.12398,0.108
0.5,38.345,-0.12061,0.127
0.5,38.445,-0.11674,0.146
0.5,38.545,-0.11232,0.164
0.5,38.645,-0.10811,0.182
0.5,38.745,-0.10321,0.2
0.5,38.845,-0.09801,0.217
0.5,38.945,-0.09277,0.233
0.5,39.045,-0.0869,0.249
0.5,39.145,-0.08063,0.265
0.5,39.245,-0.07386,0.279
0.5,39.345,-0.06704,0.293
0.5,39.445,-0.05978,0.306
0.5,39.545,-0.05185,0.319
0.5,39.645,-0.04426,0.331
0.5,39.745,-0.03685,0.341
0.5,39.845,-0.0291,0.351
0.5,39.945,-0.02101,0.361
0.5,40.045,-0.01262,0.369
0.5,40.145,-0.00449,0.376
0.5,40.245,0.00341,0.382
0.5,40.345,0.01072,0.388
0.5,40.445,0.01842,0.392
0.5,40.545,0.02598,0.396
0.5,40.645,0.03342,0.398
0.5,40.745,0.04064,0.4
0.5,40.845,0.04736,0.4
0.5,40.945,0.05451,0.399
0.5,41.045,0.06144,0.398
0.5,41.145,0.06732,0.395
0.5,41.245,0.07241,0.392
0.5,41.345,0.07653,0.387
0.5,41.445,0.08031,0.382
0.5,41.545,0.08333,0.375
0.5,41.645,0.08597,0.368
0.5,41.745,0.0878,0.36
0.5,41.845,0.08894,0.351
0.5,41.945,0.08954,0.341
0.5,42.045,0.08951,0.33
0.5,42.145,0.0896,0.318
0.5,42.245,0.08957,0.305
0.5,42.345,0.08948,0.292
0.5,42.445,0.08951,0.278
0.5,42.545,0.08942,0.263
0.5,42.645,0.08917,0.248
0.5,42.745,0.08903,0.232
0.5,42.845,0.08886,0.215
0.5,42.945,0.08876,0.198
0.5,43.045,0.08865,0.181
0.5,43.145,0.08858,0.163
0.5,43.245,0.0882,0.144
0.5,43.345,0.08816,0.125
0.5,43.445,0.08809,0.106
0.5,43.545,0.08798,0.087
0.5,43.645,0.08796,0.067
0.5,43.745,0.08801,0.047
0.5,43.845,0.08795,0.027
0.5,43.945,0.08799,0.007
0.5,44.045,0.08797,-0.013
0.5,44.145,0.08754,-0.033
0.5,44.245,0.087,-0.052
0.5,44.345,0.08566,-0.072
0.5,44.445,0.08298,-0.092
0.5,44.545,0.07862,-0.111
0.5,44.645,0.07343,-0.13
0.5,44.745,0.06803,-0.149
0.5,44.845,0.0625,-0.167
0.5,44.945,0.05824,-0.185
0.5,45.045,0.05402,-0.203
0.5,45.145,0.04893,-0.22
0.5,45.245,0.04328,-0.236
0.5,45.345,0.03725,-0.252
0.5,45.445,0.03062,-0.267
0.5,45.545,0.02277,-0.282
0.5,45.645,0.01556,-0.296
0.5,45.745,0.00838,-0.309
0.5,45.845,0.00143,-0.321
0.5,45.945,-0.00539,-0.332
0.5,46.045,-0.01277,-0.343
0.5,46.145,-0.02042,-0.353
0.5,46.245,-0.02857,-0.362
0.5,46.345,-0.03643,-0.37
0.5,46.445,-0.04434,-0.377
0.5,46.545,-0.05165,-0.383
0.5,46.645,-0.05913,-0.389
0.5,46.745,-0.06628,-0.393
0.5,46.845,-0.0731,-0.396
0.5,46.945,-0.07995,-0.398
0.5,47.045,-0.08652,-0.4
0.5,47.145,-0.09296,-0.4
0.5,47.245,-0.09958,-0.399
0.5,47.345,-0.10554,-0.398
0.5,47.445,-0.11113,-0.395
0.5,47.545,-0.11606,-0.391
0.5,47.645,-0.12037,-0.386
0.5,47.745,-0.12445,-0.381
0.5,47.845,-0.12827,-0.374
0.5,47.945,-0.13213,-0.367
0.5,48.045,-0.13546,-0.358
0.5,48.145,-0.13794,-0.349
0.5,48.245,-0.13951,-0.339
0.5,48.345,-0.1403,-0.328
0.5,48.445,-0.14084,-0.316
0.5,48.545,-0.14124,-0.303
0.5,48.645,-0.14138,-0.29
0.5,48.745,-0.14151,-0.276
0.5,48.845,-0.14159,-0.261
0.5,48.945,-0.1415,-0.245
0.5,49.045,-0.14159,-0.229
0.5,49.145,-0.14157,-0.213
0.5,49.245,-0.14178,-0.195
0.5,49.345,-0.14161,-0.178
0.5,49.445,-0.14174,-0.16
0.5,49.545,-0.14182,-0.141
0.5,49.645,-0.14179,-0.122
0.5,49.745,-0.14161,-0.103
0.5,49.845,-0.1416,-0.083
0.6,0.116,-0.00418,0.028
0.6,0.196,-0.02056,0.047
0.6,0.276,-0.02077,0.066
0.6,0.356,-0.02047,0.085
0.6,0.436,-0.02005,0.103
0.6,0.516,-0.01988,0.122
0.6,0.596,-0.01942,0.14
0.6,0.676,-0.01852,0.158
0.6,0.756,-0.01773,0.175
0.6,0.836,-0.01621,0.192
0.6,0.916,-0.01415,0.209
0.6,0.996,-0.01167,0.225
0.6,1.076,-0.00801,0.241
0.6,1.156,-0.00361,0.256
0.6,1.236,0.00099,0.27
0.6,1.316,0.00556,0.284
0.6,1.396,0.00943,0.297
0.6,1.476,0.01349,0.31
0.6,1.556,0.01742,0.321
0.6,1.636,0.02163,0.333
0.6,1.716,0.0261,0.343
0.6,1.796,0.03047,0.352
0.6,1.876,0.03536,0.361
0.6,1.956,0.03995,0.369
0.6,2.036,0.04465,0.376
0.6,2.116,0.04917,0.382
0.6,2.196,0.05353,0.387
0.6,2.276,0.05811,0.392
0.6,2.356,0.06299,0.395
0.6,2.436,0.06823,0.398
0.6,2.516,0.07321,0.399
0.6,2.596,0.07771,0.4
0.6,2.676,0.08175,0.4
0.6,2.756,0.0854,0.399
0.6,2.836,0.08883,0.397
0.6,2.916,0.09183,0.394
0.6,2.996,0.09449,0.39
0.6,3.076,0.09678,0.385
0.6,3.156,0.09888,0.379
0.6,3.236,0.10036,0.373
0.6,3.316,0.10144,0.365
0.6,3.396,0.10214,0.357
0.6,3.476,0.10243,0.348
0.6,3.556,0.10235,0.338
0.6,3.636,0.10251,0.328
0.6,3.716,0.10244,0.316
0.6,3.796,0.10229,0.304
0.6,3.876,0.10216,0.291
0.6,3.956,0.10199,0.278
0.6,4.036,0.10204,0.264
0.6,4.116,0.10179,0.249
0.6,4.196,0.10171,0.234
0.6,4.276,0.10176,0.218
0.6,4.356,0.10149,0.202
0.6,4.436,0.10149,0.185
0.6,4.516,0.10116,0.167
0.6,4.596,0.10101,0.15
0.6,4.676,0.10089,0.132
0.6,4.756,0.10079,0.114
0.6,4.836,0.10078,0.095
0.6,4.916,0.10074,0.076
0.6,4.996,0.10066,0.057
0.6,5.076,0.10078,0.038
0.6,5.156,0.10079,0.019
0.6,5.236,0.10039,0
0.6,5.316,0.10017,-0.019
0.6,5.396,0.09976,-0.038
0.6,5.476,0.09875,-0.057
0.6,5.556,0.09723,-0.076
0.6,5.636,0.0946,-0.095
0.6,5.716,0.09121,-0.114
0.6,5.796,0.08709,-0.132
0.6,5.876,0.08235,-0.15
0.6,5.956,0.07733,-0.167
0.6,6.036,0.07297,-0.185
0.6,6.116,0.069,-0.202
0.6,6.196,0.06485,-0.218
0.6,6.276,0.06005,-0.234
0.6,6.356,0.05522,-0.249
0.6,6.436,0.05043,-0.264
0.6,6.516,0.04564,-0.278
0.6,6.596,0.03988,-0.291
0.6,6.676,0.03396,-0.304
0.6,6.756,0.02754,-0.316
0.6,6.836,0.02102,-0.328
0.6,6.916,0.01448,-0.338
0.6,6.996,0.00821,-0.348
0.6,7.076,0.00156,-0.357
0.6,7.156,-0.00523,-0.365
0.6,7.236,-0.01248,-0.373
0.6,7.316,-0.01978,-0.379
0.6,7.396,-0.02685,-0.385
0.6,7.476,-0.03383,-0.39
0.6,7.556,-0.04,-0.394
0.6,7.636,-0.04634,-0.397
0.6,7.716,-0.05255,-0.399
0.6,7.796,-0.0585,-0.4
0.6,7.876,-0.0644,-0.4
0.6,7.956,-0.07012,-0.399
0.6,8.036,-0.07491,-0.398
0.6,8.116,-0.08028,-0.395
0.6,8.196,-0.08588,-0.392
0.6,8.276,-0.09058,-0.387
0.6,8.356,-0.09472,-0.382
0.6,8.436,-0.0986,-0.376
0.6,8.516,-0.10197,-0.369
0.6,8.596,-0.10528,-0.361
0.6,8.676,-0.10756,-0.352
0.6,8.756,-0.10996,-0.343
0.6,8.836,-0.11222,-0.333
0.6,8.916,-0.11415,-0.321
0.6,8.996,-0.11631,-0.31
0.6,9.076,-0.11833,-0.297
0.6,9.156,-0.11994,-0.284
0.6,9.236,-0.12082,-0.27
0.6,9.316,-0.12123,-0.256
0.6,9.396,-0.12175,-0.241
0.6,9.476,-0.12182,-0.225
0.6,9.556,-0.12185,-0.209
0.6,9.636,-0.12197,-0.192
0.6,9.716,-0.12186,-0.175
0.6,9.796,-0.12206,-0.158
0.6,9.876,-0.12197,-0.14
0.6,9.956,-0.12209,-0.122
0.6,10.036,-0.12213,-0.103
0.6,10.116,-0.12207,-0.085
0.6,10.196,-0.1218,-0.066
0.6,10.276,-0.12143,-0.047
0.6,10.356,-0.1215,-0.028
0.6,10.436,-0.12134,-0.009
0.6,10.516,-0.12102,0.011
0.6,10.596,-0.12063,0.03
0.6,10.676,-0.11941,0.049
0.6,10.756,-0.11691,0.068
0.6,10.836,-0.11366,0.087
0.6,10.916,-0.10985,0.105
0.6,10.996,-0.1065,0.124
0.6,11.076,-0.10289,0.142
0.6,11.156,-0.09902,0.16
0.6,11.236,-0.0949,0.177
0.6,11.316,-0.09041,0.194
0.6,11.396,-0.08612,0.211
0.6,11.476,-0.08182,0.227
0.6,11.556,-0.07676,0.242
0.6,11.636,-0.07156,0.257
0.6,11.716,-0.06621,0.272
0.6,11.796,-0.06086,0.285
0.6,11.876,-0.0556,0.298
0.6,11.956,-0.05023,0.311
0.6,12.036,-0.04432,0.323
0.6,12.116,-0.03769,0.334
0.6,12.196,-0.03065,0.344
0.6,12.276,-0.02394,0.353
0.6,12.356,-0.01729,0.362
0.6,12.436,-0.0104,0.37
0.6,12.516,-0.00301,0.376
0.6,12.596,0.00423,0.383
0.6,12.676,0.01112,0.388
0.6,12.756,0.01767,0.392
0.6,12.836,0.02379,0.395
0.6,12.916,0.03013,0.398
0.6,12.996,0.03612,0.399
0.6,13.076,0.0417,0.4
0.6,13.156,0.04694,0.4
0.6,13.236,0.05196,0.398
0.6,13.316,0.05681,0.396
0.6,13.396,0.062,0.393
0.6,13.476,0.06723,0.389
0.6,13.556,0.07229,0.384
0.6,13.636,0.07663,0.379
0.6,13.716,0.0802,0.372
0.6,13.796,0.08348,0.365
0.6,13.876,0.08621,0.356
0.6,13.956,0.08858,0.347
0.6,14.036,0.09036,0.337
0.6,14.116,0.09176,0.327
0.6,14.196,0.09277,0.315
0.6,14.276,0.09311,0.303
0.6,14.356,0.09301,0.29
0.6,14.436,0.09313,0.276
0.6,14.516,0.09302,0.262
0.6,14.596,0.09285,0.247
0.6,14.676,0.09269,0.232
0.6,14.756,0.09251,0.216
0.6,14.836,0.0925,0.2
0.6,14.916,0.09237,0.183
0.6,14.996,0.0923,0.166
0.6,15.076,0.09202,0.148
0.6,15.156,0.09189,0.13
0.6,15.236,0.09194,0.112
0.6,15.316,0.09168,0.093
0.6,15.396,0.09159,0.074
0.6,15.476,0.09173,0.055
0.6,15.556,0.09172,0.036
0.6,15.636,0.09197,0.017
0.6,15.716,0.09192,-0.002
0.6,15.796,0.09165,-0.021
0.6,15.876,0.09112,-0.04
0.6,15.956,0.09048,-0.059
0.6,16.036,0.08942,-0.078
0.6,16.116,0.08761,-0.097
0.6,16.196,0.08527,-0.115
0.6,16.276,0.08178,-0.134
0.6,16.356,0.07755,-0.152
0.6,16.436,0.07351,-0.169
0.6,16.516,0.06957,-0.186
0.6,16.596,0.06567,-0.203
0.6,16.676,0.0615,-0.219
0.6,16.756,0.05688,-0.235
0.6,16.836,0.052,-0.251
0.6,16.916,0.04696,-0.265
0.6,16.996,0.04131,-0.279
0.6,17.076,0.03541,-0.293
0.6,17.156,0.02915,-0.305
0.6,17.236,0.02269,-0.317
0.6,17.316,0.01643,-0.329
0.6,17.396,0.01054,-0.339
0.6,17.476,0.00425,-0.349
0.6,17.556,-0.00218,-0.358
0.6,17.636,-0.00871,-0.366
0.6,17.716,-0.0157,-0.373
0.6,17.796,-0.02239,-0.38
0.6,17.876,-0.02879,-0.385
0.6,17.956,-0.03519,-0.39
0.6,18.036,-0.04136,-0.394
0.6,18.116,-0.04735,-0.397
0.6,18.196,-0.05325,-0.399
0.6,18.276,-0.05908,-0.4
0.6,18.356,-0.06501,-0.4
0.6,18.436,-0.07056,-0.399
0.6,18.516,-0.07614,-0.397
0.6,18.596,-0.08148,-0.395
0.6,18.676,-0.08702,-0.391
0.6,18.756,-0.09206,-0.387
0.6,18.836,-0.09625,-0.381
0.6,18.916,-0.10033,-0.375
0.6,18.996,-0.10387,-0.368
0.6,19.076,-0.10661,-0.36
0.6,19.156,-0.1091,-0.351
0.6,19.236,-0.11143,-0.342
0.6,19.316,-0.11354,-0.331
0.6,19.396,-0.11586,-0.32
0.6,19.476,-0.11768,-0.308
0.6,19.556,-0.11936,-0.296
0.6,19.636,-0.1205,-0.283
0.6,19.716,-0.12127,-0.269
0.6,19.796,-0.12172,-0.254
0.6,19.876,-0.12195,-0.239
0.6,19.956,-0.12181,-0.223
0.6,20.036,-0.12198,-0.207
0.6,20.116,-0.12194,-0.191
0.6,20.196,-0.12197,-0.174
0.6,20.276,-0.12189,-0.156
0.6,20.356,-0.12218,-0.138
0.6,20.436,-0.12209,-0.12
0.6,20.516,-0.12204,-0.102
0.6,20.596,-0.12186,-0.083
0.6,20.676,-0.12166,-0.064
0.6,20.756,-0.12161,-0.045
0.6,20.836,-0.12162,-0.026
0.6,20.916,-0.12124,-0.007
0.6,20.996,-0.12081,0.012
0.6,21.076,-0.12011,0.032
0.6,21.156,-0.11833,0.051
0.6,21.236,-0.11579,0.07
0.6,21.316,-0.11218,0.089
0.6,21.396,-0.10871,0.107
0.6,21.476,-0.10537,0.126
0.6,21.556,-0.10219,0.144
0.6,21.636,-0.09872,0.161
0.6,21.716,-0.09501,0.179
0.6,21.796,-0.09087,0.196
0.6,21.876,-0.08645,0.212
0.6,21.956,-0.08222,0.228
0.6,22.036,-0.07763,0.244
0.6,22.116,-0.07264,0.259
0.6,22.196,-0.06779,0.273
0.6,22.276,-0.06253,0.287
0.6,22.356,-0.05741,0.3
0.6,22.436,-0.05172,0.312
0.6,22.516,-0.04594,0.324
0.6,22.596,-0.03957,0.335
0.6,22.676,-0.03277,0.345
0.6,22.756,-0.02613,0.354
0.6,22.836,-0.01905,0.363
0.6,22.916,-0.01223,0.37
0.6,22.996,-0.00498,0.377
0.6,23.076,0.0019,0.383
0.6,23.156,0.00854,0.388
0.6,23.236,0.01495,0.392
0.6,23.316,0.0216,0.396
0.6,23.396,0.02803,0.398
0.6,23.476,0.03448,0.399
0.6,23.556,0.03999,0.4
0.6,23.636,0.04502,0.4
0.6,23.716,0.04997,0.398
0.6,23.796,0.05471,0.396
0.6,23.876,0.05965,0.393
0.6,23.956,0.06456,0.389
0.6,24.036,0.06952,0.384
0.6,24.116,0.07394,0.378
0.6,24.196,0.07782,0.371
0.6,24.276,0.0809,0.364
0.6,24.356,0.08372,0.355
0.6,24.436,0.0861,0.346
0.6,24.516,0.08801,0.336
0.6,24.596,0.08952,0.325
0.6,24.676,0.09027,0.314
0.6,24.756,0.09094,0.302
0.6,24.836,0.09127,0.289
0.6,24.916,0.09128,0.275
0.6,24.996,0.09091,0.261
0.6,25.076,0.09099,0.246
0.6,25.156,0.09091,0.231
0.6,25.236,0.09091,0.215
0.6,25.316,0.09083,0.198
0.6,25.396,0.09074,0.181
0.6,25.476,0.09032,0.164
0.6,25.556,0.09007,0.146
0.6,25.636,0.08968,0.128
0.6,25.716,0.09002,0.11
0.6,25.796,0.08987,0.091
0.6,25.876,0.08966,0.073
0.6,25.956,0.08996,0.054
0.6,26.036,0.08972,0.034
0.6,26.116,0.08994,0.015
0.6,26.196,0.08991,-0.004
0.6,26.276,0.08995,-0.023
0.6,26.356,0.08965,-0.042
0.6,26.436,0.08999,-0.061
0.6,26.516,0.08929,-0.08
0.6,26.596,0.08917,-0.099
0.6,26.676,0.0883,-0.117
0.6,26.756,0.08557,-0.136
0.6,26.836,0.08198,-0.153
0.6,26.916,0.07711,-0.171
0.6,26.996,0.07205,-0.188
0.6,27.076,0.0678,-0.205
0.6,27.156,0.06295,-0.221
0.6,27.236,0.05793,-0.237
0.6,27.316,0.05305,-0.252
0.6,27.396,0.04777,-0.267
0.6,27.476,0.042,-0.281
0.6,27.556,0.03573,-0.294
0.6,27.636,0.02936,-0.307
0.6,27.716,0.02219,-0.319
0.6,27.796,0.01582,-0.33
0.6,27.876,0.00972,-0.34
0.6,27.956,0.00324,-0.35
0.6,28.036,-0.00309,-0.359
0.6,28.116,-0.00958,-0.367
0.6,28.196,-0.0163,-0.374
0.6,28.276,-0.02299,-0.381
0.6,28.356,-0.02919,-0.386
0.6,28.436,-0.03551,-0.391
0.6,28.516,-0.04166,-0.394
0.6,28.596,-0.04795,-0.397
0.6,28.676,-0.05383,-0.399
0.6,28.756,-0.05971,-0.4
0.6,28.836,-0.06555,-0.4
0.6,28.916,-0.07132,-0.399
0.6,28.996,-0.07693,-0.397
0.6,29.076,-0.08262,-0.394
0.6,29.156,-0.08812,-0.391
0.6,29.236,-0.09308,-0.386
0.6,29.316,-0.09738,-0.381
0.6,29.396,-0.1015,-0.374
0.6,29.476,-0.10486,-0.367
0.6,29.556,-0.10778,-0.359
0.6,29.636,-0.11066,-0.35
0.6,29.716,-0.11317,-0.341
0.6,29.796,-0.11529,-0.33
0.6,29.876,-0.11747,-0.319
0.6,29.956,-0.11915,-0.307
0.6,30.036,-0.12008,-0.295
0.6,30.116,-0.1208,-0.281
0.6,30.196,-0.12094,-0.267
0.6,30.276,-0.12101,-0.253
0.6,30.356,-0.12094,-0.238
0.6,30.436,-0.1212,-0.222
0.6,30.516,-0.12125,-0.206
0.6,30.596,-0.12133,-0.189
0.6,30.676,-0.12143,-0.172
0.6,30.756,-0.12133,-0.154
0.6,30.836,-0.12128,-0.136
0.6,30.916,-0.12146,-0.118
0.6,30.996,-0.12125,-0.1
0.6,31.076,-0.12128,-0.081
0.6,31.156,-0.12112,-0.062
0.6,31.236,-0.12089,-0.043
0.6,31.316,-0.12055,-0.024
0.6,31.396,-0.11993,-0.005
0.6,31.476,-0.11959,0.014
0.6,31.556,-0.11811,0.034
0.6,31.636,-0.11616,0.053
0.6,31.716,-0.11345,0.072
0.6,31.796,-0.11016,0.09
0.6,31.876,-0.10684,0.109
0.6,31.956,-0.10381,0.127
0.6,32.036,-0.10058,0.145
0.6,32.116,-0.09702,0.163
0.6,32.196,-0.09291,0.18
0.6,32.276,-0.08895,0.197
0.6,32.356,-0.08494,0.214
0.6,32.436,-0.08082,0.23
0.6,32.516,-0.07616,0.245
0.6,32.596,-0.07139,0.26
0.6,32.676,-0.06643,0.274
0.6,32.756,-0.06141,0.288
0.6,32.836,-0.05625,0.301
0.6,32.916,-0.05078,0.313
0.6,32.996,-0.04515,0.325
0.6,33.076,-0.03848,0.336
0.6,33.156,-0.03187,0.346
0.6,33.236,-0.02489,0.355
0.6,33.316,-0.01773,0.363
0.6,33.396,-0.01073,0.371
0.6,33.476,-0.00371,0.378
0.6,33.556,0.00286,0.384
0.6,33.636,0.00941,0.389
0.6,33.716,0.01562,0.393
0.6,33.796,0.02205,0.396
0.6,33.876,0.02864,0.398
0.6,33.956,0.0348,0.4
0.6,34.036,0.04047,0.4
0.6,34.116,0.04532,0.399
0.6,34.196,0.04979,0.398
0.6,34.276,0.05418,0.396
0.6,34.356,0.05857,0.393
0.6,34.436,0.06308,0.388
0.6,34.516,0.06766,0.383
0.6,34.596,0.07199,0.377
0.6,34.676,0.07582,0.371
0.6,34.756,0.07912,0.363
0.6,34.836,0.08182,0.355
0.6,34.916,0.08439,0.345
0.6,34.996,0.08607,0.335
0.6,35.076,0.08741,0.324
0.6,35.156,0.08856,0.313
0.6,35.236,0.08917,0.3
0.6,35.316,0.0894,0.287
0.6,35.396,0.08964,0.274
0.6,35.476,0.08964,0.259
0.6,35.556,0.08945,0.244
0.6,35.636,0.08936,0.229
0.6,35.716,0.08914,0.213
0.6,35.796,0.08905,0.196
0.6,35.876,0.08887,0.18
0.6,35.956,0.08882,0.162
0.6,36.036,0.0885,0.144
0.6,36.116,0.08848,0.126
0.6,36.196,0.0885,0.108
0.6,36.276,0.08824,0.089
0.6,36.356,0.0881,0.071
0.6,36.436,0.08828,0.052
0.6,36.516,0.08833,0.033
0.6,36.596,0.08832,0.013
0.6,36.676,0.08845,-0.006
0.6,36.756,0.08836,-0.025
0.6,36.836,0.08847,-0.044
0.6,36.916,0.08829,-0.063
0.6,36.996,0.08802,-0.082
0.6,37.076,0.08749,-0.101
0.6,37.156,0.08665,-0.119
0.6,37.236,0.08476,-0.137
0.6,37.316,0.08095,-0.155
0.6,37.396,0.07563,-0.173
0.6,37.476,0.07089,-0.19
0.6,37.556,0.06648,-0.206
0.6,37.636,0.06207,-0.223
0.6,37.716,0.05684,-0.238
0.6,37.796,0.05203,-0.253
0.6,37.876,0.04669,-0.268
0.6,37.956,0.04105,-0.282
0.6,38.036,0.0349,-0.295
0.6,38.116,0.02865,-0.308
0.6,38.196,0.02166,-0.32
0.6,38.276,0.01551,-0.331
0.6,38.356,0.00985,-0.341
0.6,38.436,0.00347,-0.351
0.6,38.516,-0.00265,-0.36
0.6,38.596,-0.00885,-0.368
0.6,38.676,-0.01504,-0.375
0.6,38.756,-0.02135,-0.381
0.6,38.836,-0.02746,-0.386
0.6,38.916,-0.0333,-0.391
0.6,38.996,-0.03911,-0.395
0.6,39.076,-0.0443,-0.397
0.6,39.156,-0.05034,-0.399
0.6,39.236,-0.05592,-0.4
0.6,39.316,-0.06166,-0.4
0.6,39.396,-0.06746,-0.399
0.6,39.476,-0.07288,-0.397
0.6,39.556,-0.0778,-0.394
0.6,39.636,-0.08359,-0.39
0.6,39.716,-0.089,-0.386
0.6,39.796,-0.09313,-0.38
0.6,39.876,-0.09707,-0.374
0.7,0.116,0.00021,0.032
0.7,0.196,0.00046,0.055
0.7,0.276,0.00079,0.077
0.7,0.356,0.001,0.099
0.7,0.436,0.00129,0.12
0.7,0.516,0.00122,0.141
0.7,0.596,0.00151,0.162
0.7,0.676,0.00186,0.182
0.7,0.756,0.00313,0.202
0.7,0.836,0.00607,0.221
0.7,0.916,0.01001,0.239
0.7,0.996,0.01354,0.257
0.7,1.076,0.01723,0.274
0.7,1.156,0.02109,0.289
0.7,1.236,0.02458,0.304
0.7,1.316,0.02895,0.318
0.7,1.396,0.03323,0.332
0.7,1.476,0.03757,0.344
0.7,1.556,0.04195,0.354
0.7,1.636,0.0464,0.364
0.7,1.716,0.05057,0.373
0.7,1.796,0.05547,0.38
0.7,1.876,0.06046,0.387
0.7,1.956,0.06569,0.392
0.7,2.036,0.0709,0.396
0.7,2.116,0.07636,0.398
0.7,2.196,0.08154,0.4
0.7,2.276,0.08726,0.4
0.7,2.356,0.09293,0.399
0.7,2.436,0.09838,0.396
0.7,2.516,0.10377,0.393
0.7,2.596,0.10834,0.388
0.7,2.676,0.11234,0.382
0.7,2.756,0.11561,0.375
0.7,2.836,0.11876,0.366
0.7,2.916,0.12157,0.357
0.7,2.996,0.12407,0.346
0.7,3.076,0.12579,0.334
0.7,3.156,0.12761,0.321
0.7,3.236,0.12906,0.307
0.7,3.316,0.13038,0.293
0.7,3.396,0.13141,0.277
0.7,3.476,0.13178,0.26
0.7,3.556,0.13192,0.243
0.7,3.636,0.13216,0.225
0.7,3.716,0.13173,0.206
0.7,3.796,0.13171,0.186
0.7,3.876,0.13151,0.166
0.7,3.956,0.13148,0.146
0.7,4.036,0.13123,0.124
0.7,4.116,0.13133,0.103
0.7,4.196,0.13154,0.081
0.7,4.276,0.13171,0.059
0.7,4.356,0.13174,0.037
0.7,4.436,0.13169,0.015
0.7,4.516,0.13154,-0.008
0.7,4.596,0.13137,-0.03
0.7,4.676,0.13094,-0.052
0.7,4.756,0.12926,-0.075
0.7,4.836,0.12657,-0.096
0.7,4.916,0.12296,-0.118
0.7,4.996,0.11911,-0.139
0.7,5.076,0.11462,-0.16
0.7,5.156,0.11002,-0.18
0.7,5.236,0.10579,-0.2
0.7,5.316,0.10119,-0.219
